win_lose,y_col,y_row,r_col,r_row,y_def,y_n,y_atk,r_def,r_n,r_atk,turn,g_type
Lose,4.08,3.08,4.08,2.77,15.384615384615385%,84.61538461538461%,0.0%,15.384615384615385%,76.92307692307693%,7.6923076923076925%,26,Sim
Win,4,2.73,4.07,2.71,33.33333333333333%,60.0%,6.666666666666667%,35.714285714285715%,57.14285714285714%,7.142857142857142%,29,Sim
Lose,4.09,2.27,3.73,2.36,27.27272727272727%,54.54545454545454%,18.181818181818183%,27.27272727272727%,54.54545454545454%,18.181818181818183%,22,Sim
Lose,3.88,3.18,4.41,3,35.294117647058826%,52.94117647058824%,11.76470588235294%,47.05882352941176%,47.05882352941176%,5.88235294117647%,34,Sim
Win,2.6,2.8,3,2.56,20.0%,40.0%,40.0%,55.55555555555556%,44.44444444444444%,0.0%,19,Sim
Lose,3.22,2.11,3.78,2.22,22.22222222222222%,77.77777777777779%,0.0%,22.22222222222222%,66.66666666666666%,11.11111111111111%,18,Sim
Win,3.44,3.39,3.65,2.94,22.22222222222222%,61.111111111111114%,16.666666666666664%,41.17647058823529%,58.82352941176471%,0.0%,35,Sim
Lose,4.07,2.57,4.43,2.93,14.285714285714285%,85.71428571428571%,0.0%,28.57142857142857%,64.28571428571429%,7.142857142857142%,28,Sim
Win,2.89,2.56,3,2.62,22.22222222222222%,55.55555555555556%,22.22222222222222%,37.5%,62.5%,0.0%,17,Sim
Lose,3.75,3.12,3.62,3.19,50.0%,43.75%,6.25%,25.0%,62.5%,12.5%,32,Sim
Win,3.64,2.43,4.08,2.85,21.428571428571427%,71.42857142857143%,7.142857142857142%,38.46153846153847%,53.84615384615385%,7.6923076923076925%,27,Sim
Lose,5,2.5,4.42,2.83,8.333333333333332%,91.66666666666666%,0.0%,33.33333333333333%,58.333333333333336%,8.333333333333332%,24,Sim
Win,3.38,2.54,3.83,2.83,15.384615384615385%,69.23076923076923%,15.384615384615385%,16.666666666666664%,75.0%,8.333333333333332%,25,Sim
Win,4.36,3.14,4.62,2.38,21.428571428571427%,71.42857142857143%,7.142857142857142%,23.076923076923077%,76.92307692307693%,0.0%,27,Sim
Win,4.8,2.3,4.56,2.22,20.0%,50.0%,30.0%,66.66666666666666%,33.33333333333333%,0.0%,19,Sim
Lose,4.78,2.11,3.67,2,11.11111111111111%,88.88888888888889%,0.0%,22.22222222222222%,66.66666666666666%,11.11111111111111%,18,Sim
Win,4.83,2.25,4.27,2.73,25.0%,66.66666666666666%,8.333333333333332%,45.45454545454545%,45.45454545454545%,9.090909090909092%,23,Sim
Win,3.92,2.85,4.58,2.83,0.0%,92.3076923076923%,7.6923076923076925%,25.0%,75.0%,0.0%,25,Sim
Win,3.74,3.21,3.72,3.67,31.57894736842105%,47.368421052631575%,21.052631578947366%,44.44444444444444%,50.0%,5.555555555555555%,37,Sim
Draw,4,3.43,4,3.57,33.33333333333333%,66.66666666666666%,0.0%,42.857142857142854%,57.14285714285714%,0.0%,42,Sim
Win,4.36,2.27,4.6,2.2,36.36363636363637%,54.54545454545454%,9.090909090909092%,30.0%,50.0%,20.0%,21,Sim
Draw,4.1,3.33,3.9,3.67,28.57142857142857%,71.42857142857143%,0.0%,28.57142857142857%,71.42857142857143%,0.0%,42,Sim
Win,3.73,2.36,2.9,2.4,27.27272727272727%,45.45454545454545%,27.27272727272727%,50.0%,40.0%,10.0%,21,Sim
Lose,3.85,2.46,4,2.69,30.76923076923077%,69.23076923076923%,0.0%,23.076923076923077%,61.53846153846154%,15.384615384615385%,26,Sim
Lose,4.89,2,3.44,2.22,33.33333333333333%,66.66666666666666%,0.0%,22.22222222222222%,44.44444444444444%,33.33333333333333%,18,Sim
Lose,4.7,2.4,4.7,2.6,0.0%,90.0%,10.0%,20.0%,70.0%,10.0%,20,Sim
Win,4.5,2.3,4.89,2.44,20.0%,70.0%,10.0%,33.33333333333333%,66.66666666666666%,0.0%,19,Sim
Lose,5,2,6,2.43,28.57142857142857%,71.42857142857143%,0.0%,28.57142857142857%,57.14285714285714%,14.285714285714285%,14,Sim
Win,4.5,2.4,4.89,2.33,10.0%,80.0%,10.0%,22.22222222222222%,77.77777777777779%,0.0%,19,Sim
Win,4.15,2.77,4.5,2.75,23.076923076923077%,61.53846153846154%,15.384615384615385%,41.66666666666667%,50.0%,8.333333333333332%,25,Sim
Win,3.82,2.18,4.4,2.4,18.181818181818183%,54.54545454545454%,27.27272727272727%,50.0%,50.0%,0.0%,21,Sim
Win,5.25,2.25,4.29,2.29,37.5%,50.0%,12.5%,14.285714285714285%,71.42857142857143%,14.285714285714285%,15,Sim
Win,3.92,2.5,4.27,2.73,0.0%,83.33333333333334%,16.666666666666664%,27.27272727272727%,72.72727272727273%,0.0%,23,Sim
Lose,4.91,2.45,5,2.73,45.45454545454545%,54.54545454545454%,0.0%,18.181818181818183%,72.72727272727273%,9.090909090909092%,22,Sim
Draw,3.57,3.52,4.43,3.48,42.857142857142854%,52.38095238095239%,4.761904761904762%,38.095238095238095%,52.38095238095239%,9.523809523809524%,42,Sim
Lose,4.08,2.25,4.67,2.75,0.0%,100.0%,0.0%,25.0%,66.66666666666666%,8.333333333333332%,24,Sim
Lose,3.12,2,3.12,2.12,50.0%,50.0%,0.0%,25.0%,62.5%,12.5%,16,Sim
Lose,4.21,3.14,4.29,3.07,21.428571428571427%,78.57142857142857%,0.0%,28.57142857142857%,64.28571428571429%,7.142857142857142%,28,Sim
Win,3.33,2.67,4.36,2.45,25.0%,58.333333333333336%,16.666666666666664%,54.54545454545454%,45.45454545454545%,0.0%,23,Sim
Win,4.05,3.55,3.63,3.21,10.0%,85.0%,5.0%,42.10526315789473%,57.89473684210527%,0.0%,39,Sim
Win,2.9,2.2,3.22,2.22,10.0%,70.0%,20.0%,22.22222222222222%,77.77777777777779%,0.0%,19,Sim
Win,4.82,2.64,4.1,2.4,18.181818181818183%,54.54545454545454%,27.27272727272727%,20.0%,80.0%,0.0%,21,Sim
Lose,3.17,2.33,4.5,2.67,25.0%,66.66666666666666%,8.333333333333332%,41.66666666666667%,50.0%,8.333333333333332%,24,Sim
Win,5,2.73,3.7,2.6,9.090909090909092%,72.72727272727273%,18.181818181818183%,40.0%,60.0%,0.0%,21,Sim
Lose,4.75,1.88,4.62,2.12,25.0%,75.0%,0.0%,37.5%,50.0%,12.5%,16,Sim
Win,3.5,2.93,4.23,2.92,7.142857142857142%,78.57142857142857%,14.285714285714285%,46.15384615384615%,53.84615384615385%,0.0%,27,Sim
Win,4,2.36,4,2.3,27.27272727272727%,54.54545454545454%,18.181818181818183%,40.0%,60.0%,0.0%,21,Sim
Lose,3.88,2.69,3.56,3.19,37.5%,62.5%,0.0%,37.5%,50.0%,12.5%,32,Sim
Win,4.41,3.12,3.88,2.75,17.647058823529413%,76.47058823529412%,5.88235294117647%,18.75%,81.25%,0.0%,33,Sim
Lose,5.3,2.6,5,2.6,50.0%,50.0%,0.0%,40.0%,50.0%,10.0%,20,Sim
Lose,3.75,2.94,3.69,3.25,31.25%,50.0%,18.75%,56.25%,31.25%,12.5%,32,Sim
Lose,3.42,2.75,3.08,2.92,16.666666666666664%,83.33333333333334%,0.0%,16.666666666666664%,75.0%,8.333333333333332%,24,Sim
Win,3,2.79,4.08,3,21.428571428571427%,57.14285714285714%,21.428571428571427%,38.46153846153847%,53.84615384615385%,7.6923076923076925%,27,Sim
Lose,4.4,2.6,4.3,2.1,30.0%,70.0%,0.0%,10.0%,70.0%,20.0%,20,Sim
Lose,3.38,2.54,3.38,3.08,30.76923076923077%,69.23076923076923%,0.0%,15.384615384615385%,76.92307692307693%,7.6923076923076925%,26,Sim
Lose,3.3,2.4,2.6,2.8,50.0%,50.0%,0.0%,30.0%,60.0%,10.0%,20,Sim
Lose,3.95,3.26,3.84,3.37,42.10526315789473%,57.89473684210527%,0.0%,36.84210526315789%,52.63157894736842%,10.526315789473683%,38,Sim
Win,4.45,2.18,4.2,2.2,18.181818181818183%,54.54545454545454%,27.27272727272727%,30.0%,70.0%,0.0%,21,Sim
Win,4.46,2.46,4.33,2.83,15.384615384615385%,76.92307692307693%,7.6923076923076925%,25.0%,75.0%,0.0%,25,Sim
Draw,4,3.43,4,3.57,28.57142857142857%,66.66666666666666%,4.761904761904762%,42.857142857142854%,57.14285714285714%,0.0%,42,Sim
Lose,3.64,2.18,3.55,2.36,45.45454545454545%,54.54545454545454%,0.0%,45.45454545454545%,45.45454545454545%,9.090909090909092%,22,Sim
Lose,3.59,3.06,4.35,3.12,35.294117647058826%,58.82352941176471%,5.88235294117647%,47.05882352941176%,47.05882352941176%,5.88235294117647%,34,Sim
Lose,4.18,2.64,3.27,2.73,27.27272727272727%,72.72727272727273%,0.0%,27.27272727272727%,63.63636363636363%,9.090909090909092%,22,Sim
Win,4,2.57,3.92,3,14.285714285714285%,71.42857142857143%,14.285714285714285%,38.46153846153847%,61.53846153846154%,0.0%,27,Sim
Win,3.95,3.11,3.89,3.28,47.368421052631575%,47.368421052631575%,5.263157894736842%,27.77777777777778%,72.22222222222221%,0.0%,37,Sim
Win,3.9,2.1,5.11,2.56,30.0%,40.0%,30.0%,55.55555555555556%,44.44444444444444%,0.0%,19,Sim
Win,4.24,3.12,4,3.12,11.76470588235294%,82.35294117647058%,5.88235294117647%,25.0%,75.0%,0.0%,33,Sim
Lose,3,2.44,3,2.56,44.44444444444444%,44.44444444444444%,11.11111111111111%,33.33333333333333%,44.44444444444444%,22.22222222222222%,18,Sim
Win,3.21,3,3.38,2.38,21.428571428571427%,71.42857142857143%,7.142857142857142%,30.76923076923077%,69.23076923076923%,0.0%,27,Sim
Lose,3.33,2.5,3.42,2.92,25.0%,75.0%,0.0%,33.33333333333333%,58.333333333333336%,8.333333333333332%,24,Sim
Win,3.18,2.55,3.7,2.6,36.36363636363637%,54.54545454545454%,9.090909090909092%,50.0%,50.0%,0.0%,21,Sim
Lose,4.13,2.67,3.47,3.27,13.333333333333334%,86.66666666666667%,0.0%,33.33333333333333%,66.66666666666666%,0.0%,30,Sim
Win,4.38,2.62,3.33,2.5,30.76923076923077%,61.53846153846154%,7.6923076923076925%,33.33333333333333%,66.66666666666666%,0.0%,25,Sim
Win,4.5,1,4,1.33,0.0%,75.0%,25.0%,0.0%,100.0%,0.0%,7,Sim
Lose,4.6,2.5,4.5,2.5,30.0%,70.0%,0.0%,20.0%,70.0%,10.0%,20,Sim
Win,3.85,2.62,3.92,2.42,23.076923076923077%,61.53846153846154%,15.384615384615385%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Win,3.62,2.54,3.42,2.75,15.384615384615385%,76.92307692307693%,7.6923076923076925%,33.33333333333333%,66.66666666666666%,0.0%,25,Sim
Win,4.08,2.25,4.27,2.27,25.0%,50.0%,25.0%,54.54545454545454%,36.36363636363637%,9.090909090909092%,23,Sim
Win,4.33,2.6,3.93,3.14,46.666666666666664%,46.666666666666664%,6.666666666666667%,42.857142857142854%,35.714285714285715%,21.428571428571427%,29,Sim
Lose,4.8,2.1,4.3,2.1,30.0%,70.0%,0.0%,30.0%,60.0%,10.0%,20,Sim
Lose,4.26,3.32,4,3.32,26.31578947368421%,68.42105263157895%,5.263157894736842%,36.84210526315789%,57.89473684210527%,5.263157894736842%,38,Sim
Win,3.79,2.71,3.85,2.54,21.428571428571427%,64.28571428571429%,14.285714285714285%,30.76923076923077%,61.53846153846154%,7.6923076923076925%,27,Sim
Lose,3.4,2.5,3.8,2.4,50.0%,40.0%,10.0%,20.0%,60.0%,20.0%,20,Sim
Lose,3.92,2.77,4.15,2.77,53.84615384615385%,46.15384615384615%,0.0%,61.53846153846154%,30.76923076923077%,7.6923076923076925%,26,Sim
Lose,4.38,2.85,4.08,3.08,30.76923076923077%,53.84615384615385%,15.384615384615385%,53.84615384615385%,30.76923076923077%,15.384615384615385%,26,Sim
Lose,3.78,3.11,4.11,3.22,22.22222222222222%,77.77777777777779%,0.0%,22.22222222222222%,66.66666666666666%,11.11111111111111%,36,Sim
Lose,4,2.18,3.73,2.36,27.27272727272727%,72.72727272727273%,0.0%,18.181818181818183%,63.63636363636363%,18.181818181818183%,22,Sim
Win,4,3.5,3.84,3.16,30.0%,70.0%,0.0%,26.31578947368421%,68.42105263157895%,5.263157894736842%,39,Sim
Win,4.3,3.25,3.63,3.42,35.0%,60.0%,5.0%,31.57894736842105%,57.89473684210527%,10.526315789473683%,39,Sim
Win,3.2,1.4,5.75,2,20.0%,60.0%,20.0%,25.0%,75.0%,0.0%,9,Sim
Lose,3.89,3.26,3.89,3.37,26.31578947368421%,57.89473684210527%,15.789473684210526%,57.89473684210527%,42.10526315789473%,0.0%,38,Sim
Win,4.33,2.33,4,2.5,22.22222222222222%,66.66666666666666%,11.11111111111111%,25.0%,75.0%,0.0%,17,Sim
Lose,4.69,2.62,4.54,3,38.46153846153847%,61.53846153846154%,0.0%,23.076923076923077%,69.23076923076923%,7.6923076923076925%,26,Sim
Lose,4.69,2.62,4,2.69,30.76923076923077%,69.23076923076923%,0.0%,38.46153846153847%,61.53846153846154%,0.0%,26,Sim
Win,4.31,2.88,4.07,2.87,25.0%,68.75%,6.25%,40.0%,53.333333333333336%,6.666666666666667%,31,Sim
Draw,4.05,3.57,3.95,3.43,52.38095238095239%,42.857142857142854%,4.761904761904762%,42.857142857142854%,52.38095238095239%,4.761904761904762%,42,Sim
Lose,4.31,2.46,4.46,3,38.46153846153847%,61.53846153846154%,0.0%,46.15384615384615%,46.15384615384615%,7.6923076923076925%,26,Sim
Win,3.7,3.45,4,3.32,30.0%,60.0%,10.0%,42.10526315789473%,57.89473684210527%,0.0%,39,Sim
Lose,4,2.44,4.44,2.11,22.22222222222222%,77.77777777777779%,0.0%,11.11111111111111%,66.66666666666666%,22.22222222222222%,18,Sim
Win,4.1,2.1,3.89,2,30.0%,60.0%,10.0%,33.33333333333333%,66.66666666666666%,0.0%,19,Sim
Win,3.73,2.82,3.8,2.5,9.090909090909092%,81.81818181818183%,9.090909090909092%,30.0%,70.0%,0.0%,21,Sim
Win,3.62,2,3.71,1.86,12.5%,75.0%,12.5%,28.57142857142857%,71.42857142857143%,0.0%,15,Sim
Win,3.6,2.87,4.14,3.29,13.333333333333334%,80.0%,6.666666666666667%,42.857142857142854%,57.14285714285714%,0.0%,29,Sim
Draw,3.71,3.52,4.29,3.48,28.57142857142857%,61.904761904761905%,9.523809523809524%,33.33333333333333%,61.904761904761905%,4.761904761904762%,42,Sim
Draw,4.38,3.62,3.62,3.38,28.57142857142857%,61.904761904761905%,9.523809523809524%,52.38095238095239%,47.61904761904761%,0.0%,42,Sim
Lose,4.44,3,4.25,3.12,25.0%,75.0%,0.0%,43.75%,50.0%,6.25%,32,Sim
Lose,4.36,2.27,3.64,2.36,45.45454545454545%,45.45454545454545%,9.090909090909092%,36.36363636363637%,36.36363636363637%,27.27272727272727%,22,Sim
Lose,5.15,2.62,4.62,3,15.384615384615385%,84.61538461538461%,0.0%,30.76923076923077%,61.53846153846154%,7.6923076923076925%,26,Sim
Lose,3.86,2.86,3.79,2.57,21.428571428571427%,71.42857142857143%,7.142857142857142%,42.857142857142854%,50.0%,7.142857142857142%,28,Sim
Lose,3.87,2.87,3.87,2.8,20.0%,80.0%,0.0%,26.666666666666668%,66.66666666666666%,6.666666666666667%,30,Sim
Win,3.64,2.36,3.7,2.5,9.090909090909092%,63.63636363636363%,27.27272727272727%,50.0%,50.0%,0.0%,21,Sim
Lose,3.68,3.21,4.26,3.32,15.789473684210526%,73.68421052631578%,10.526315789473683%,21.052631578947366%,68.42105263157895%,10.526315789473683%,38,Sim
Lose,3.54,2.92,3.54,3.08,30.76923076923077%,69.23076923076923%,0.0%,30.76923076923077%,61.53846153846154%,7.6923076923076925%,26,Sim
Lose,4,2.1,4.7,2.9,30.0%,70.0%,0.0%,20.0%,60.0%,20.0%,20,Sim
Win,3.79,2.79,4.85,2.54,35.714285714285715%,57.14285714285714%,7.142857142857142%,38.46153846153847%,61.53846153846154%,0.0%,27,Sim
Win,4.1,2.1,3.56,2.67,0.0%,70.0%,30.0%,55.55555555555556%,44.44444444444444%,0.0%,19,Sim
Win,4.87,3.2,4.21,2.57,20.0%,73.33333333333333%,6.666666666666667%,14.285714285714285%,71.42857142857143%,14.285714285714285%,29,Sim
Win,3.58,2.67,3.82,2.91,16.666666666666664%,75.0%,8.333333333333332%,9.090909090909092%,81.81818181818183%,9.090909090909092%,23,Sim
Win,3.56,3.39,3.59,3.12,33.33333333333333%,61.111111111111114%,5.555555555555555%,23.52941176470588%,64.70588235294117%,11.76470588235294%,35,Sim
Win,2.78,2.44,3.12,2.25,22.22222222222222%,66.66666666666666%,11.11111111111111%,37.5%,62.5%,0.0%,17,Sim
Lose,3.46,3,2.54,2.85,30.76923076923077%,61.53846153846154%,7.6923076923076925%,15.384615384615385%,76.92307692307693%,7.6923076923076925%,26,Sim
Win,3.43,2,3.5,1.67,42.857142857142854%,42.857142857142854%,14.285714285714285%,16.666666666666664%,66.66666666666666%,16.666666666666664%,13,Sim
Win,3.86,3.07,4,2.54,28.57142857142857%,57.14285714285714%,14.285714285714285%,76.92307692307693%,23.076923076923077%,0.0%,27,Sim
Win,3,1.5,3,2.6,16.666666666666664%,66.66666666666666%,16.666666666666664%,20.0%,80.0%,0.0%,11,Sim
Win,4.4,2.1,3,2.22,30.0%,60.0%,10.0%,11.11111111111111%,77.77777777777779%,11.11111111111111%,19,Sim
Win,3.4,2.4,3.44,2.33,30.0%,60.0%,10.0%,33.33333333333333%,55.55555555555556%,11.11111111111111%,19,Sim
Lose,3.75,3,3.92,2.75,25.0%,75.0%,0.0%,25.0%,66.66666666666666%,8.333333333333332%,24,Sim
Lose,3.62,2.54,3.85,2.92,46.15384615384615%,46.15384615384615%,7.6923076923076925%,38.46153846153847%,30.76923076923077%,30.76923076923077%,26,Sim
Win,4.26,3.32,3.72,3.22,36.84210526315789%,57.89473684210527%,5.263157894736842%,22.22222222222222%,77.77777777777779%,0.0%,37,Sim
Win,4,2.67,3.64,2.57,33.33333333333333%,46.666666666666664%,20.0%,28.57142857142857%,71.42857142857143%,0.0%,29,Sim
Lose,4.5,3.3,3.5,3.5,25.0%,65.0%,10.0%,30.0%,60.0%,10.0%,40,Sim
Lose,3.89,2,4.56,2.22,22.22222222222222%,66.66666666666666%,11.11111111111111%,22.22222222222222%,66.66666666666666%,11.11111111111111%,18,Sim
Lose,4.11,3.32,3.79,3.32,21.052631578947366%,78.94736842105263%,0.0%,36.84210526315789%,57.89473684210527%,5.263157894736842%,38,Sim
Win,4.5,1.67,4.8,1.8,0.0%,83.33333333333334%,16.666666666666664%,40.0%,60.0%,0.0%,11,Sim
Lose,4.17,3.22,3.78,3.11,44.44444444444444%,50.0%,5.555555555555555%,27.77777777777778%,66.66666666666666%,5.555555555555555%,36,Sim
Win,2.58,2.83,3.09,2.73,33.33333333333333%,50.0%,16.666666666666664%,36.36363636363637%,54.54545454545454%,9.090909090909092%,23,Sim
Win,4.45,2.27,4.5,2.2,36.36363636363637%,54.54545454545454%,9.090909090909092%,50.0%,50.0%,0.0%,21,Sim
Win,4.19,3.06,4.07,2.67,31.25%,56.25%,12.5%,26.666666666666668%,66.66666666666666%,6.666666666666667%,31,Sim
Win,4.27,2.36,4.4,2.2,27.27272727272727%,63.63636363636363%,9.090909090909092%,30.0%,60.0%,10.0%,21,Sim
Lose,3.83,2.83,3.42,2.83,41.66666666666667%,50.0%,8.333333333333332%,33.33333333333333%,58.333333333333336%,8.333333333333332%,24,Sim
Win,4.5,3.21,4.69,3.31,42.857142857142854%,42.857142857142854%,14.285714285714285%,46.15384615384615%,53.84615384615385%,0.0%,27,Sim
Win,4.42,2.58,4.09,2.64,25.0%,66.66666666666666%,8.333333333333332%,18.181818181818183%,81.81818181818183%,0.0%,23,Sim
Lose,4,1.67,4.83,2,0.0%,100.0%,0.0%,33.33333333333333%,50.0%,16.666666666666664%,12,Sim
Win,2.5,1,3.67,1.67,0.0%,75.0%,25.0%,33.33333333333333%,66.66666666666666%,0.0%,7,Sim
Win,4.31,3.12,3.67,2.73,43.75%,50.0%,6.25%,26.666666666666668%,73.33333333333333%,0.0%,31,Sim
Lose,4.27,2.18,3.82,2.91,9.090909090909092%,63.63636363636363%,27.27272727272727%,45.45454545454545%,45.45454545454545%,9.090909090909092%,22,Sim
Win,2.78,2.22,3.12,2.25,22.22222222222222%,66.66666666666666%,11.11111111111111%,25.0%,75.0%,0.0%,17,Sim
Lose,2.8,2.2,3.6,2.3,50.0%,50.0%,0.0%,40.0%,40.0%,20.0%,20,Sim
Lose,4.23,2.38,3.69,2.77,23.076923076923077%,76.92307692307693%,0.0%,15.384615384615385%,76.92307692307693%,7.6923076923076925%,26,Sim
Draw,4.1,3.62,3.9,3.38,38.095238095238095%,61.904761904761905%,0.0%,28.57142857142857%,66.66666666666666%,4.761904761904762%,42,Sim
Win,3.54,2.62,4.5,2.67,38.46153846153847%,53.84615384615385%,7.6923076923076925%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Win,3.08,2.77,3.92,2.67,23.076923076923077%,69.23076923076923%,7.6923076923076925%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Lose,4.38,2.85,3.77,2.77,30.76923076923077%,69.23076923076923%,0.0%,23.076923076923077%,69.23076923076923%,7.6923076923076925%,26,Sim
Win,4.25,3.19,3.93,2.8,31.25%,50.0%,18.75%,53.333333333333336%,40.0%,6.666666666666667%,31,Sim
Win,4.83,2,5.6,1.8,16.666666666666664%,66.66666666666666%,16.666666666666664%,20.0%,60.0%,20.0%,11,Sim
Lose,4.29,3.07,3.86,2.86,28.57142857142857%,57.14285714285714%,14.285714285714285%,35.714285714285715%,50.0%,14.285714285714285%,28,Sim
Draw,4.19,3.29,3.81,3.71,33.33333333333333%,66.66666666666666%,0.0%,33.33333333333333%,61.904761904761905%,4.761904761904762%,42,Sim
Win,4.38,2.69,4.5,2.5,23.076923076923077%,61.53846153846154%,15.384615384615385%,41.66666666666667%,58.333333333333336%,0.0%,25,Sim
Lose,3.54,2.92,3.15,2.38,30.76923076923077%,61.53846153846154%,7.6923076923076925%,30.76923076923077%,61.53846153846154%,7.6923076923076925%,26,Sim
Win,3.8,1,3.25,1.5,0.0%,80.0%,20.0%,25.0%,75.0%,0.0%,9,Sim
Win,4.5,2.3,4.22,2.11,30.0%,50.0%,20.0%,44.44444444444444%,55.55555555555556%,0.0%,19,Sim
Draw,4.29,3.57,3.71,3.43,33.33333333333333%,66.66666666666666%,0.0%,33.33333333333333%,66.66666666666666%,0.0%,42,Sim
Lose,3.91,2,4.18,2.27,18.181818181818183%,81.81818181818183%,0.0%,45.45454545454545%,45.45454545454545%,9.090909090909092%,22,Sim
Lose,4.22,2,4.44,2.22,11.11111111111111%,88.88888888888889%,0.0%,11.11111111111111%,77.77777777777779%,11.11111111111111%,18,Sim
Win,3.71,3.12,4.06,2.94,17.647058823529413%,76.47058823529412%,5.88235294117647%,31.25%,68.75%,0.0%,33,Sim
Lose,3.11,1.89,3.11,2.44,44.44444444444444%,55.55555555555556%,0.0%,33.33333333333333%,44.44444444444444%,22.22222222222222%,18,Sim
Win,2.73,2.73,2.9,2.4,9.090909090909092%,72.72727272727273%,18.181818181818183%,20.0%,80.0%,0.0%,21,Sim
Lose,3.69,2.54,3.46,2.77,30.76923076923077%,69.23076923076923%,0.0%,15.384615384615385%,69.23076923076923%,15.384615384615385%,26,Sim
Win,4.3,2.2,4,2.22,30.0%,60.0%,10.0%,33.33333333333333%,66.66666666666666%,0.0%,19,Sim
Lose,4.11,3,3.61,3.28,27.77777777777778%,72.22222222222221%,0.0%,22.22222222222222%,61.111111111111114%,16.666666666666664%,36,Sim
Win,2.86,2.71,3.5,2.17,0.0%,85.71428571428571%,14.285714285714285%,16.666666666666664%,83.33333333333334%,0.0%,13,Sim
Win,3.07,3.07,4,2.86,13.333333333333334%,73.33333333333333%,13.333333333333334%,21.428571428571427%,78.57142857142857%,0.0%,29,Sim
Lose,4.79,2.79,4,2.71,14.285714285714285%,85.71428571428571%,0.0%,28.57142857142857%,57.14285714285714%,14.285714285714285%,28,Sim
Win,4,2.4,3.67,2.33,40.0%,50.0%,10.0%,22.22222222222222%,77.77777777777779%,0.0%,19,Sim
Lose,3.65,3.18,3.65,3.59,52.94117647058824%,47.05882352941176%,0.0%,29.411764705882355%,52.94117647058824%,17.647058823529413%,34,Sim
Lose,5.62,2.25,5.25,2.62,0.0%,100.0%,0.0%,37.5%,50.0%,12.5%,16,Sim
Win,4.38,2,5,1.86,25.0%,62.5%,12.5%,0.0%,85.71428571428571%,14.285714285714285%,15,Sim
Lose,4.79,2.93,4.21,2.79,50.0%,42.857142857142854%,7.142857142857142%,28.57142857142857%,57.14285714285714%,14.285714285714285%,28,Sim
Lose,4.31,2.38,4.15,2.62,46.15384615384615%,53.84615384615385%,0.0%,38.46153846153847%,38.46153846153847%,23.076923076923077%,26,Sim
Win,3.67,2.75,3,2.55,16.666666666666664%,75.0%,8.333333333333332%,9.090909090909092%,90.9090909090909%,0.0%,23,Sim
Win,4.15,3.15,3.63,3.53,15.0%,80.0%,5.0%,26.31578947368421%,73.68421052631578%,0.0%,39,Sim
Win,4.27,2.27,4.3,2.2,18.181818181818183%,63.63636363636363%,18.181818181818183%,40.0%,60.0%,0.0%,21,Sim
Win,4.4,2.1,4.11,2.22,30.0%,60.0%,10.0%,22.22222222222222%,77.77777777777779%,0.0%,19,Sim
Draw,3.95,3.43,4.05,3.57,33.33333333333333%,61.904761904761905%,4.761904761904762%,42.857142857142854%,52.38095238095239%,4.761904761904762%,42,Sim
Lose,3.71,1.71,3.29,2.14,0.0%,85.71428571428571%,14.285714285714285%,28.57142857142857%,57.14285714285714%,14.285714285714285%,14,Sim
Lose,3.53,2.53,4.6,3.2,40.0%,60.0%,0.0%,40.0%,46.666666666666664%,13.333333333333334%,30,Sim
Win,3.08,2.62,3.83,2.75,30.76923076923077%,46.15384615384615%,23.076923076923077%,58.333333333333336%,41.66666666666667%,0.0%,25,Sim
Lose,4.08,2.67,3.75,2.67,25.0%,66.66666666666666%,8.333333333333332%,33.33333333333333%,50.0%,16.666666666666664%,24,Sim
Lose,3.4,2.2,3.5,2,20.0%,60.0%,20.0%,40.0%,40.0%,20.0%,20,Sim
Win,2.43,2,3.33,1.67,14.285714285714285%,71.42857142857143%,14.285714285714285%,16.666666666666664%,83.33333333333334%,0.0%,13,Sim
Lose,4.9,2.4,4.8,2.7,30.0%,70.0%,0.0%,20.0%,70.0%,10.0%,20,Sim
Win,3.5,3.19,2.93,3.07,12.5%,68.75%,18.75%,46.666666666666664%,53.333333333333336%,0.0%,31,Sim
Win,2.62,2.12,2.43,2.29,12.5%,62.5%,25.0%,42.857142857142854%,42.857142857142854%,14.285714285714285%,15,Sim
Lose,3.43,2.57,3.57,2.93,42.857142857142854%,57.14285714285714%,0.0%,35.714285714285715%,57.14285714285714%,7.142857142857142%,28,Sim
Lose,3.62,2,3.25,2.75,25.0%,62.5%,12.5%,50.0%,37.5%,12.5%,16,Sim
Lose,4.09,2.09,3.64,2.27,18.181818181818183%,81.81818181818183%,0.0%,27.27272727272727%,63.63636363636363%,9.090909090909092%,22,Sim
Win,4.33,3.39,4.29,3,27.77777777777778%,66.66666666666666%,5.555555555555555%,29.411764705882355%,64.70588235294117%,5.88235294117647%,35,Sim
Win,3.67,3.28,3.94,3.12,22.22222222222222%,66.66666666666666%,11.11111111111111%,35.294117647058826%,64.70588235294117%,0.0%,35,Sim
Lose,4.4,2.3,4,2.4,30.0%,70.0%,0.0%,30.0%,50.0%,20.0%,20,Sim
Win,4,3.14,3.31,3,21.428571428571427%,57.14285714285714%,21.428571428571427%,53.84615384615385%,38.46153846153847%,7.6923076923076925%,27,Sim
